NewGrade,NewScore,Part,Listing,Name,Category,Status,Qty,Orders,Sales,NetGross,HistMargin,PlatformMarginNew,PlatformPctNew,ListingRequiredTags,ListingRecommendedTags,TagHealth,ImageHealth,AvailabilityHealth,DeliverySpeedHealth,PriceHealth,IncidentReturnHealth,FeedbackCount,FeedbackDamage,PromoReadiness,PromoReason,NewReason,NewAction,Grade,Score,Gross,Deduction,Rating,Reviews,CR,Images,Units,Visits,AdSpend,AdSales,AdOrders,ROAS,PlatformMargin,PlatformPct,Reason,Action,RetailPriceNet,TotalCost,SPSpendNew,SPRevenueNew,SPOrdersNew,FeedbackThemes,FeedbackSample,PromoCount,AvgDiscount,PromoLift,CancelPO,HasNewReportMatch,IsInventoryAlias
C,5,VFC-4B,DMOM1023,,,Live,17,17,1960.0,205.79,0.104994897959184,44.682597856,0.2234241604880244,0.8214285714285714,0.7082999999999999,RED,GREEN,GREEN,,,GREEN,2.0,0.0,禁止促销/先修复,卖家历史净毛利率低于15%；历史深折扣促销未提升,历史净毛利偏薄；有一定销量；历史净毛利率偏低；评分健康；评论样本偏少；必填TAG基本合格；图片健康；可售率健康；退货/事故健康；平台空间充足；5月广告有花费无订单；存在客户反馈/退货；历史促销未带来有效提升,广告止损：暂停 spend $30.71 但订单 0 的词/商品；保留高意图词，7天看 ROAS 是否回到2以上。,C,27,358.3,152.51,4.17,6,0.016,7,5,185,0,0,0,0,0,0,历史净毛利可用；历史销量稳定；历史净毛利率偏低；高访问低转化；评论样本偏少；存在客诉/扣款,谨慎款：暂停低效广告，复核价格/利润/客诉后再决定是否保留；图片不足8张：优先补图,199.99,155.307402144,30.71,0.0,0.0,Assembly,This came in error but decided to keep.  Can always use more storage.  Hubby put together pretty easily.,10.0,11.4,0.5975804701484098,0.0,True,False
C,2,5T-dong-183-120,DMOM1015,,,Live,24,23,2212.08,255.3552,0.115436693067159,39.217294649,0.2203342583796842,0.75,0.85,RED,RED,RED,,,GREEN,0.0,0.0,禁止促销/先修复,卖家历史净毛利率低于15%；TAG不足80%；可售率RED,历史净毛利偏薄；历史销量稳定；历史净毛利率偏低；评分健康；评论样本偏少；TAG不足；图片健康度RED；可售率健康度偏弱；退货/事故健康；平台空间充足；转化率可用；促销曾有提升,先保可售：核对库存/履约/配送承接；可售恢复前暂停促销和加预算，避免有流量无交付。,B,49,255.3552,0.0,4.33,6,0.031,6,2,32,0,0,0,0,0,0,历史净毛利可用；历史销量高；历史净毛利率偏低；评分健康；评论样本偏少,观察优化款：先修转化和成本，再放预算；图片不足8张：优先补图,177.99,138.772705351,0.0,0.0,0.0,0,0,12.0,11.166666666666666,2.3718747572794494,0.0,True,False
C,0,5T-dong-198-120,DMOM1015,,,Live,6,6,490.6,71.164,0.145055034651447,36.328240515000005,0.2201844991514637,0.75,0.85,RED,RED,RED,,,GREEN,0.0,0.0,禁止促销/先修复,卖家历史净毛利率低于15%；TAG不足80%；可售率RED,历史净毛利偏薄；销量样本少；历史净毛利率偏低；评分健康；评论样本偏少；TAG不足；图片健康度RED；可售率健康度偏弱；退货/事故健康；平台空间充足；促销曾有提升,先保可售：核对库存/履约/配送承接；可售恢复前暂停促销和加预算，避免有流量无交付。,C,25,71.164,0.0,4.33,6,0.0,7,0,7,0,0,0,0,0,0,历史净毛利偏薄；有一定销量；历史净毛利率偏低；评分健康；评论样本偏少,谨慎款：暂停低效广告，复核价格/利润/客诉后再决定是否保留；图片不足8张：优先补图,164.99,128.661759485,0.0,0.0,0.0,0,0,5.0,10.4,6.228191927512356,0.0,True,False
C,0,3T-W,DMOM1017,,,Live,8,8,490.0,48.94,0.0998775510204082,12.650981157999992,0.1360466841380793,0.7222222222222222,0.7,RED,GREEN,GREEN,,,GREEN,0.0,0.0,禁止促销/先修复,卖家历史净毛利率低于15%；TAG不足80%；历史深折扣促销未提升,历史净毛利偏薄；有一定销量；历史净毛利率偏低；评分健康；评论样本偏少；TAG不足；图片健康；可售率健康；退货/事故健康；平台空间偏低；转化率可用；历史促销未带来有效提升,先修 Listing：Required Tags 只有 72.2%，补到95%后再投放；同步补标题关键词和属性。,C,12,116.6,67.66,4.0,1,0.01,8,5,628,0,0,0,0,0,0,历史净毛利偏薄；有一定销量；历史净毛利率偏低；高访问低转化；评论样本偏少；存在客诉/扣款,谨慎款：暂停低效广告，复核价格/利润/客诉后再决定是否保留,92.99,80.339018842,52.81,122.5,2.0,0,0,3.0,10.0,0.6666666666666666,0.0,True,False
C,0,CW12S0768,,,,,1,1,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,禁止促销/先修复,卖家历史净毛利率低于15%,历史净毛利为负或不足；销量样本少；历史利润率需复核；评论样本偏少；TAG不足；存在取消记录,先修利润：复核 Cost Stack、Base 和供货成本；毛利率 0.0% / 平台空间 0.0% 未达标不叠加广告促销。,C,-25,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,历史净毛利为负或不足；销量样本少；历史利润率需复核；评论样本偏少,谨慎款：暂停低效广告，复核价格/利润/客诉后再决定是否保留,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1.0,True,False
C,0,T2398P171203,MFC-D2-W,2抽鹅颈活动柜白色,文件柜,,0,0,0.0,0.0,0.0,35.391749730000015,0.2283486013936383,0.7857142857142857,0.625,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分优秀；评论数有基础；TAG不足；图片健康；可售率健康；退货/事故健康；平台空间充足；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,154.99,119.59825027,229.78,495.0,5.0,0,0,13.0,11.538461538461538,3.2338044936526655,0.0,True,True
C,0,T2398P171197,MFC-D2-B,2抽鹅颈活动柜黑色,文件柜,,0,0,0.0,0.0,0.0,35.813332406000015,0.2266810076966897,0.7857142857142857,0.625,RED,GREEN,RED,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分优秀；评论数有基础；TAG不足；图片健康；可售率健康度偏弱；退货/事故健康；平台空间充足；转化率可用；存在取消记录；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,157.99,122.176667594,229.78,495.0,5.0,0,0,19.0,11.68421052631579,1.5037858488782057,2.0,True,True
C,0,T2398P160411,5T-1830-1200,,,,0,0,0.0,0.0,0.0,43.45388390300002,0.2194751447194303,0.75,0.75,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分优秀；评论数有基础；TAG不足；图片健康；可售率健康；退货/事故健康；平台空间可用；转化率可用；广告回收较好；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,197.99,154.536116097,61.6,685.3,4.0,0,0,13.0,11.461538461538462,2.638460289378095,0.0,True,True
C,0,T2398P272107,LFC-2W-680,680宽二抽-白,文件柜,,0,0,0.0,0.0,0.0,38.016189803,0.2290269883908669,0.9286,0.9583,RED,GREEN,RED,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分健康；评论数有基础；必填TAG基本合格；图片健康；可售率健康度偏弱；退货/事故健康；平台空间充足；转化率可用；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,165.99,127.973810197,402.38,960.0,9.0,0,0,19.0,12.0,2.7943921130643044,0.0,True,True
C,0,T2398P154427,LFC-2B,宽卡2抽黑色,文件柜,,0,0,0.0,0.0,0.0,43.98812648200001,0.2267546083921852,0.8214285714285714,0.7082999999999999,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分健康；评论样本偏少；必填TAG基本合格；图片健康；可售率健康；退货/事故健康；平台空间充足；广告回收较好；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,193.99,150.001873518,28.05,729.0,3.0,0,0,12.0,12.083333333333334,1.4554457633662967,0.0,True,True
C,0,T2398P160409,5T-1830-900,,,,0,0,0.0,0.0,0.0,30.663719893000007,0.2190422165368955,0.75,0.75,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分优秀；评论数有基础；TAG不足；图片健康；可售率健康；退货/事故健康；平台空间可用；广告回收较好；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,139.99,109.326280107,61.6,685.3,4.0,0,0,7.0,11.285714285714286,1.5626067159931705,0.0,True,True
C,0,T2398P272100,VF-ZH-4B,4抽窄卡组合柜-黑,文件柜,,0,0,0.0,0.0,0.0,55.64582536500001,0.2173749965428337,0.8214285714285714,0.7082999999999999,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分低于4.0；评论样本偏少；必填TAG基本合格；图片健康；可售率健康；退货/事故健康；平台空间可用；5月广告有花费无订单；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,255.99,200.344174635,29.58,0.0,0.0,0,0,13.0,11.692307692307692,1.969964118135384,0.0,True,True
C,0,T2398P211228,3T-W,3层置物架-白,,,0,0,0.0,0.0,0.0,12.650981157999992,0.1360466841380793,0.7222222222222222,0.7,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分健康；评论样本偏少；TAG不足；图片健康；可售率健康；退货/事故健康；平台空间偏低；转化率可用；历史促销未带来有效提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,92.99,80.339018842,52.81,122.5,2.0,0,0,3.0,10.0,0.6666666666666666,0.0,True,True
C,0,T2398P252494,6T-2095-122,,,,0,0,0.0,0.0,0.0,46.14255386400001,0.2197369106338397,0.75,0.75,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分优秀；评论数有基础；TAG不足；图片健康；可售率健康；退货/事故健康；平台空间可用；转化率可用；广告回收较好；历史促销未带来有效提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,209.99,163.847446136,61.6,685.3,4.0,0,0,9.0,11.0,0.9692253504310242,0.0,True,True
C,0,T2398P154445,LFC-3B,宽卡3抽黑色,文件柜,,0,0,0.0,0.0,0.0,49.168771891999995,0.2235045769898631,0.8214285714285714,0.7082999999999999,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分健康；评论数有基础；必填TAG基本合格；图片健康；可售率健康；退货/事故健康；平台空间充足；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,219.99,170.821228108,124.49,139.5,1.0,0,0,9.0,10.88888888888889,2.729005442732915,0.0,True,True
C,0,T2398P154447,LFC-3W,宽卡3抽白色,文件柜,,0,0,0.0,0.0,0.0,49.43500948900001,0.2247148028955862,0.8214285714285714,0.7082999999999999,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分健康；评论数有基础；必填TAG基本合格；图片健康；可售率健康；退货/事故健康；平台空间充足；转化率可用；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,219.99,170.554990511,124.49,139.5,1.0,0,0,19.0,11.210526315789474,2.8522000851542737,0.0,True,True
C,0,T2398P272106,LFC-2B-680,680宽二抽-黑,文件柜,,0,0,0.0,0.0,0.0,37.90994458100002,0.2283869183746009,0.9286,0.9583,RED,GREEN,GREEN,YELLOW,,GREEN,8.0,1.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分健康；评论数有基础；必填TAG基本合格；图片健康；可售率健康；配送速度健康度偏弱；退货/事故健康；平台空间充足；转化率可用；存在客户反馈/退货；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,165.99,128.080055419,402.38,960.0,9.0,Assembly; Defect/Damage; Quality/Price; Time,Panel arrived damaged. Impacting performance of drawers.,12.0,11.25,2.6676433569110665,0.0,True,True
C,0,T2398P182180,LFC-5B,宽卡5抽黑色,文件柜,,0,0,0.0,0.0,0.0,70.88414075200001,0.2148069358222976,0.8214285714285714,0.7082999999999999,RED,GREEN,RED,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评论样本偏少；必填TAG基本合格；图片健康；可售率健康度偏弱；退货/事故健康；平台空间可用；转化率可用,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,329.99,259.105859248,0.0,0.0,0.0,0,0,1.0,10.0,1.0,0.0,True,True
C,0,T2398P154450,LFC-4B,宽卡4抽黑色,文件柜,,0,0,0.0,0.0,0.0,62.54928549500002,0.2187114426903039,0.8214285714285714,0.7082999999999999,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分低于4.0；评论样本偏少；必填TAG基本合格；图片健康；可售率健康；退货/事故健康；平台空间可用；转化率可用；5月广告有花费无订单；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,285.99,223.440714505,20.55,0.0,0.0,0,0,12.0,11.333333333333334,3.4702517867577805,0.0,True,True
C,0,T2398P152000,MFC-D3-W,3抽鹅颈活动柜白色,文件柜,,0,0,0.0,0.0,0.0,27.35219949600001,0.1926346890344391,0.7857142857142857,0.6667000000000001,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分健康；评论数有基础；TAG不足；图片健康；可售率健康；退货/事故健康；平台空间可用；转化率可用；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,141.99,114.637800504,130.41,94.5,1.0,0,0,12.0,13.668333333333337,2.7976154153578303,0.0,True,True
C,0,T2398P154428,LFC-2W,宽卡2抽白色,文件柜,,0,0,0.0,0.0,0.0,44.12078973500002,0.2286169735996684,0.8214285714285714,0.7082999999999999,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分健康；评论样本偏少；必填TAG基本合格；图片健康；可售率健康；退货/事故健康；平台空间充足；广告回收较好；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,192.99,148.869210265,28.05,729.0,3.0,0,0,8.0,11.125,3.735216512232341,0.0,True,True
C,0,T2398P154418,VFC-3B,窄卡3抽黑色,文件柜,,0,0,0.0,0.0,0.0,35.74657559800002,0.2179802158546254,0.7857142857142857,0.625,RED,GREEN,GREEN,,,GREEN,1.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分优秀；评论样本偏少；TAG不足；图片健康；可售率健康；退货/事故健康；平台空间可用；存在客户反馈/退货；历史促销未带来有效提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,163.99,128.243424402,140.6,210.0,2.0,,Did not realize that it had to be put together.,11.0,11.181818181818182,0.7715864951703832,0.0,True,True
C,0,T2398P160410,5T-1980-1200,,,,0,0,0.0,0.0,0.0,38.35698285800001,0.2217294806520608,0.75,0.75,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分优秀；评论数有基础；TAG不足；图片健康；可售率健康；退货/事故健康；平台空间充足；广告回收较好；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,172.99,134.633017142,61.6,685.3,4.0,0,0,11.0,10.818181818181818,1.890981411716908,0.0,True,True
C,0,T2398P305831,4T-Kayak,,,,0,0,0.0,0.0,0.0,40.230844891,0.2063226057284989,0.8571428571428571,0.7273000000000001,RED,GREEN,GREEN,,,GREEN,2.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分优秀；评论样本偏少；必填TAG基本合格；图片健康；可售率健康；退货/事故健康；平台空间可用；转化率可用；广告回收较好；存在客户反馈/退货；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,194.99,154.759155109,32.69,252.0,2.0,Assembly; Quality/Price,Easy to put together and very heavy duty.  Very pleased with this purchase!,19.0,11.263157894736842,2.9630136739248853,0.0,True,True
C,0,T2398P152001,MFC-D3-B,3抽鹅颈活动柜黑色,文件柜,,0,0,0.0,0.0,0.0,25.663406116000004,0.1833231381955854,0.7857142857142857,0.6667000000000001,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分健康；评论数有基础；TAG不足；图片健康；可售率健康；退货/事故健康；平台空间可用；存在取消记录；促销曾有提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,139.99,114.326593884,130.41,94.5,1.0,0,0,11.0,11.636363636363637,3.9523774138389185,1.0,True,True
C,0,T2398P154421,VFC-4B,窄卡4抽黑色,文件柜,,0,0,0.0,0.0,0.0,44.682597856,0.2234241604880244,0.8214285714285714,0.7082999999999999,RED,GREEN,GREEN,,,GREEN,2.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,历史净毛利为负或不足；历史利润率需复核；评分健康；评论样本偏少；必填TAG基本合格；图片健康；可售率健康；退货/事故健康；平台空间充足；5月广告有花费无订单；存在客户反馈/退货；历史促销未带来有效提升,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,199.99,155.307402144,30.71,0.0,0.0,Assembly,This came in error but decided to keep.  Can always use more storage.  Hubby put together pretty easily.,10.0,11.4,0.5975804701484098,0.0,True,True
C,0,VFC-4W,DMOM1023,,,Live,4,4,365.4,-6.124,-0.016759715380405,44.633462616,0.2231784720036002,0.8214285714285714,0.7082999999999999,RED,GREEN,GREEN,,,GREEN,0.0,0.0,禁止促销/先修复,卖家历史净毛利率低于15%；历史深折扣促销未提升,历史净毛利为负或不足；销量样本少；历史利润率需复核；评分健康；评论样本偏少；必填TAG基本合格；图片健康；可售率健康；退货/事故健康；平台空间充足；5月广告有花费无订单；历史促销未带来有效提升,广告止损：暂停 spend $30.71 但订单 0 的词/商品；保留高意图词，7天看 ROAS 是否回到2以上。,C,-23,-6.124,0.0,4.17,6,0.0,7,1,77,0,0,0,0,0,0,历史净毛利为负或不足；销量样本少；历史利润率需复核；评论样本偏少,谨慎款：暂停低效广告，复核价格/利润/客诉后再决定是否保留；图片不足8张：优先补图,199.99,155.356537384,30.71,0.0,0.0,0,0,4.0,11.25,0.75,0.0,True,False
C,0,5T-wangge,DMOM1016,,,Live,3,3,0.0,-135.0,0.0,25.28263930899999,0.2198681564396903,0.75,0.85,RED,GREEN,GREEN,,,GREEN,0.0,0.0,禁止促销/先修复,卖家历史净毛利率低于15%；TAG不足80%,历史净毛利为负或不足；销量样本少；历史利润率需复核；评分健康；评论样本偏少；TAG不足；图片健康；可售率健康；退货/事故健康；平台空间可用；5月广告有花费无订单,广告止损：暂停 spend $9.73 但订单 0 的词/商品；保留高意图词，7天看 ROAS 是否回到2以上。,C,-20,-135.0,0.0,4.33,3,0.0,7,0,42,0,0,0,0,0,0,历史净毛利为负或不足；销量样本少；历史利润率需复核；评分健康；评论样本偏少,谨慎款：暂停低效广告，复核价格/利润/客诉后再决定是否保留；图片不足8张：优先补图,114.99,89.707360691,9.73,0.0,0.0,0,0,1.0,12.0,0.0,0.0,True,False
N,0,T2398P154416,VFC-2W,窄卡2抽白色,文件柜,,0,0,0.0,0.0,0.0,27.13082962,0.2280093253214556,0.8214285714285714,0.7082999999999999,RED,GREEN,GREEN,,,GREEN,0.0,0.0,库存对照行不单独决策,该行是仓库/库存SKU映射，主决策以对应销售SKU为准,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,118.99,91.85917038,0.0,0.0,0.0,0,0,3.0,10.666666666666666,6.01263823064771,0.0,True,True
N,0,T2398P354183,CT-01,"火烧云钢木结合
半升降咖啡桌",咖啡桌,,0,0,0.0,0.0,0.0,82.879554337,0.3355583397586947,0.7778,0.75,RED,GREEN,GREEN,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,246.99,164.110445663,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P350191,PT05-WH,白色金属中对开压型储物柜,餐边柜,,0,0,0.0,0.0,0.0,52.33465007800001,0.3078689927525149,0.8,0.7273000000000001,RED,GREEN,GREEN,,,GREEN,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,169.99,117.655349922,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,True,False
N,0,T2398P413027,Pantry-08,白色金属上下对开门K字储物柜,餐边柜,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
N,0,W2735P332345,record-desk-Black,黑色铁木结合柜门带插座掀盖唱片桌,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0,0.0,0.0,新品不进大促,只允许小预算测款，先补基础Listing和价格口径,无历史订单/销售记录，按新品观察,新品/无历史：只补基础 Listing 和价格口径；不上大促，广告日预算小额测 7 天，有订单再升级。,N,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,无历史订单/销售记录，按新品观察,小预算测款，先补图文与基础价格口径,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,False,False
