Reporting Month,Supplier Part Number,Composite Part Number,Component Part Number,Manufacturer Part Number,Composite Manufacturer Part Number,Component Manufacturer Part Number,Product Class,Wayfair SKU,Wayfair Brand,Product Name,Premium Brand Strategic Item,Premium Brand Strategic Item Health,Exclusivity Violation,Revenue,Unit Sold,Total Impressions,Impression Percentile (by Class),Impression Rank (by Class),Unique Visits,Conversion Rate,Class Conversion Rate,Percent Required Tags Completed,Percent Recommended Tags Completed,Tag Health,Full Product Image,Image Health,Castlegate Target Status,Availability Rate,Availability Health,Percent Fast Delivery Badging,Median Estimated Delivery Days,Delivery Speed Health,Lifetime Review Count,Lifetime Average Customer Review Rating,Review Count Health,Review Rating Health,Price Competitiveness Health,Incidents and Returns Protection Level,Incidents and Returns Health
May 2026,3T-W,,,3T-W,,,Aquariums & Bowls,DMOM1017,Wayfair Canada (English),"34""W 20-30 Gallon Metal Fish Tank Stand - Heavy Duty 3-Tier Adjustable Aquarium/Reptile Tank Rack for Home Office",No,N/A,No,,,578,99,25,60,0,0.5,72.22,71.43,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,1,4,RED,RED,,,GREEN
May 2026,3T-W,,,3T-W,,,Aquariums & Bowls,DMOM1017,Wayfair US,"34""W 20-30 Gallon Metal Fish Tank Stand - Heavy Duty 3-Tier Adjustable Aquarium/Reptile Tank Rack for Home Office",No,N/A,No,174.37,3,4482,99,26,285,1.4,0.97,72.22,70,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,1,4,RED,RED,,,GREEN
May 2026,LFC-2B,,,LFC-2B,,,Filing Cabinets,DMOM1018,Wayfair Canada (French),"Classeur latéral à 2 tiroirs, surface de rangement supplémentaire et tiroirs d'une capacité de 110 lb avec extension complète et anti-basculement",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,5,4.4,YELLOW,YELLOW,,,GREEN
May 2026,LFC-2B,,,LFC-2B,,,Filing Cabinets,DMOM1018,Wayfair Canada (English),"2-Drawer Lateral Metal File Cabinet, Extra Storage Surface & 110lbs Capacity Drawers with Full Extension & Anti-Tip",No,N/A,No,,,118,92,544,6,0,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,5,4.4,YELLOW,YELLOW,,,GREEN
May 2026,LFC-2B,,,LFC-2B,,,Filing Cabinets,DMOM1018,Wayfair US,"2-Drawer Lateral File Cabinet, Extra Storage Surface & 110lbs Capacity Drawers with Full Extension & Anti-Tip",No,N/A,No,685.26,6,1721,96,319,96,2.08,3.13,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,5,4.4,YELLOW,YELLOW,,,GREEN
May 2026,LFC-2W,,,LFC-2W,,,Filing Cabinets,DMOM1018,Wayfair Canada (French),"Classeur latéral à 2 tiroirs, surface de rangement supplémentaire et tiroirs d'une capacité de 110 lb avec extension complète et anti-basculement",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,5,4.4,YELLOW,YELLOW,,,GREEN
May 2026,LFC-2W,,,LFC-2W,,,Filing Cabinets,DMOM1018,Wayfair Canada (English),"2-Drawer Lateral Metal File Cabinet, Extra Storage Surface & 110lbs Capacity Drawers with Full Extension & Anti-Tip",No,N/A,No,,,118,92,544,1,0,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,5,4.4,YELLOW,YELLOW,,,GREEN
May 2026,LFC-2W,,,LFC-2W,,,Filing Cabinets,DMOM1018,Wayfair US,"2-Drawer Lateral File Cabinet, Extra Storage Surface & 110lbs Capacity Drawers with Full Extension & Anti-Tip",No,N/A,No,114.21,1,1721,96,319,43,2.33,3.13,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,5,4.4,YELLOW,YELLOW,,,GREEN
May 2026,MFC-D2-B,,,MFC-D2-B,,,Filing Cabinets,DMOM1020,Wayfair Canada (French),"Classeur mobile à 2 tiroirs avec serrure, rangement à roulettes entièrement assemblé pour dossiers légaux / lettres / A4, organiseur de bureau compact",No,N/A,No,,,,,,,,,78.57,62.5,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,14,4.64,YELLOW,GREEN,,,GREEN
May 2026,MFC-D2-B,,,MFC-D2-B,,,Filing Cabinets,DMOM1020,Wayfair Canada (English),"2-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Legal/Letter/A4 Files, Compact Metal Office Organizer",No,N/A,No,,,252,96,320,3,0,2.24,78.57,62.5,RED,YES,GREEN,Low Velocity/Non-Target,37.04,RED,,,,14,4.64,YELLOW,GREEN,,,GREEN
May 2026,MFC-D2-B,,,MFC-D2-B,,,Filing Cabinets,DMOM1020,Wayfair US,"2-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Legal/Letter/A4 Files, Compact Office Organizer",No,N/A,No,186.12,2,4733,98,142,165,1.21,3.13,78.57,62.5,RED,YES,GREEN,Low Velocity/Non-Target,37.04,RED,,,,14,4.64,YELLOW,GREEN,,,GREEN
May 2026,MFC-D2-W,,,MFC-D2-W,,,Filing Cabinets,DMOM1020,Wayfair Canada (French),"Classeur mobile à 2 tiroirs avec serrure, rangement à roulettes entièrement assemblé pour dossiers légaux / lettres / A4, organiseur de bureau compact",No,N/A,No,,,,,,,,,78.57,62.5,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,14,4.64,YELLOW,GREEN,,,GREEN
May 2026,MFC-D2-W,,,MFC-D2-W,,,Filing Cabinets,DMOM1020,Wayfair Canada (English),"2-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Legal/Letter/A4 Files, Compact Metal Office Organizer",No,N/A,No,,,252,96,320,15,0,2.24,78.57,62.5,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,14,4.64,YELLOW,GREEN,,,GREEN
May 2026,MFC-D2-W,,,MFC-D2-W,,,Filing Cabinets,DMOM1020,Wayfair US,"2-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Legal/Letter/A4 Files, Compact Office Organizer",No,N/A,No,465.3,5,4733,98,142,179,1.68,3.13,78.57,62.5,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,14,4.64,YELLOW,GREEN,,,GREEN
May 2026,VFC-3B,,,VFC-3B,,,Filing Cabinets,DMOM1019,Wayfair Canada (French),"Classeur vertical à 3 tiroirs, rangement robuste et écologique avec tiroirs pleine extension silencieux",No,N/A,No,,,,,,,,,78.57,62.5,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,4,4.75,RED,GREEN,,,GREEN
May 2026,VFC-3B,,,VFC-3B,,,Filing Cabinets,DMOM1019,Wayfair Canada (English),"3-Drawer Vertical File Cabinet, Heavy Duty Eco-Safe Storage with Quiet Full-Extension Drawers & Wall Mount Kit",No,N/A,No,99.59,1,194,95,392,20,5,2.24,78.57,62.5,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,4,4.75,RED,GREEN,,,GREEN
May 2026,VFC-3B,,,VFC-3B,,,Filing Cabinets,DMOM1019,Wayfair US,"3-Drawer Vertical File Cabinet, Heavy Duty Eco-Safe Storage with Quiet Full-Extension Drawers & Wall Mount Kit",No,N/A,No,490.68,5,4839,98,139,154,2.6,3.13,78.57,62.5,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,4,4.75,RED,GREEN,,,GREEN
May 2026,VFC-3W,,,VFC-3W,,,Filing Cabinets,DMOM1019,Wayfair Canada (French),"Classeur vertical à 3 tiroirs, rangement robuste et écologique avec tiroirs pleine extension silencieux",No,N/A,No,,,,,,,,,78.57,62.5,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,4,4.75,RED,GREEN,,,GREEN
May 2026,VFC-3W,,,VFC-3W,,,Filing Cabinets,DMOM1019,Wayfair Canada (English),"3-Drawer Vertical File Cabinet, Heavy Duty Eco-Safe Storage with Quiet Full-Extension Drawers & Wall Mount Kit",No,N/A,No,,,194,95,392,4,0,2.24,78.57,62.5,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,4,4.75,RED,GREEN,,,GREEN
May 2026,VFC-3W,,,VFC-3W,,,Filing Cabinets,DMOM1019,Wayfair US,"3-Drawer Vertical File Cabinet, Heavy Duty Eco-Safe Storage with Quiet Full-Extension Drawers & Wall Mount Kit",No,N/A,No,,,4839,98,139,59,0,3.13,78.57,62.5,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,4,4.75,RED,GREEN,,,GREEN
May 2026,MFC-D3-B,,,MFC-D3-B,,,Filing Cabinets,DMOM1022,Wayfair Canada (French),"Classeur mobile à 3 tiroirs avec serrure, rangement entièrement assemblé pour dossiers de format lettre / légal / A4",No,N/A,No,,,,,,,,,78.57,66.67,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,12,4.42,YELLOW,YELLOW,,,GREEN
May 2026,MFC-D3-B,,,MFC-D3-B,,,Filing Cabinets,DMOM1022,Wayfair Canada (English),"3-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Letter/Legal/A4 Files",No,N/A,No,,,1635,100,65,10,0,2.24,78.57,66.67,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,12,4.42,YELLOW,YELLOW,,,GREEN
May 2026,MFC-D3-B,,,MFC-D3-B,,,Filing Cabinets,DMOM1022,Wayfair US,"3-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Letter/Legal/A4 Files",No,N/A,No,355.32,4,5170,99,134,75,2.67,3.13,78.57,66.67,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,12,4.42,YELLOW,YELLOW,,,GREEN
May 2026,MFC-D3-W,,,MFC-D3-W,,,Filing Cabinets,DMOM1022,Wayfair Canada (French),"Classeur mobile à 3 tiroirs avec serrure, rangement entièrement assemblé pour dossiers de format lettre / légal / A4",No,N/A,No,,,,,,,,,78.57,66.67,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,12,4.42,YELLOW,YELLOW,,,GREEN
May 2026,MFC-D3-W,,,MFC-D3-W,,,Filing Cabinets,DMOM1022,Wayfair Canada (English),"3-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Letter/Legal/A4 Files",No,N/A,No,,,1635,100,65,47,0,2.24,78.57,66.67,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,12,4.42,YELLOW,YELLOW,,,GREEN
May 2026,MFC-D3-W,,,MFC-D3-W,,,Filing Cabinets,DMOM1022,Wayfair US,"3-Drawer Mobile File Cabinet with Lock, Fully Assembled Rolling Storage for Letter/Legal/A4 Files",No,N/A,No,355.32,4,5170,99,134,229,0.87,3.13,78.57,66.67,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,12,4.42,YELLOW,YELLOW,,,GREEN
May 2026,VFC-4B,,,VFC-4B,,,Filing Cabinets,DMOM1023,Wayfair Canada (French),"Classeur vertical à 4 tiroirs, conception écologique de grande capacité avec tiroirs coulissants et verrou anti-basculement",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,6,4.17,YELLOW,RED,,,GREEN
May 2026,VFC-4B,,,VFC-4B,,,Filing Cabinets,DMOM1023,Wayfair Canada (English),"4-Drawer Vertical  Filing Cabinet, High-Capacity Eco-Friendly Design with Smooth Gliding Drawers & Anti-Tip Lock",No,N/A,No,,,149,94,465,2,0,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,6,4.17,YELLOW,RED,,,GREEN
May 2026,VFC-4B,,,VFC-4B,,,Filing Cabinets,DMOM1023,Wayfair US,"4-Drawer Vertical  Filing Cabinet, High-Capacity Eco-Friendly Design with Smooth Gliding Drawers & Anti-Tip Lock",No,N/A,No,86.86,1,1500,95,357,67,0,3.13,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,6,4.17,YELLOW,RED,,,GREEN
May 2026,VFC-4W,,,VFC-4W,,,Filing Cabinets,DMOM1023,Wayfair Canada (French),"Classeur vertical à 4 tiroirs, conception écologique de grande capacité avec tiroirs coulissants et verrou anti-basculement",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,6,4.17,YELLOW,RED,,,GREEN
May 2026,VFC-4W,,,VFC-4W,,,Filing Cabinets,DMOM1023,Wayfair Canada (English),"4-Drawer Vertical  Filing Cabinet, High-Capacity Eco-Friendly Design with Smooth Gliding Drawers & Anti-Tip Lock",No,N/A,No,,,149,94,465,2,0,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,6,4.17,YELLOW,RED,,,GREEN
May 2026,VFC-4W,,,VFC-4W,,,Filing Cabinets,DMOM1023,Wayfair US,"4-Drawer Vertical  Filing Cabinet, High-Capacity Eco-Friendly Design with Smooth Gliding Drawers & Anti-Tip Lock",No,N/A,No,,,1500,95,357,21,0,3.13,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,6,4.17,YELLOW,RED,,,GREEN
May 2026,LFC-3W,,,LFC-3W,,,Filing Cabinets,DMOM1025,Wayfair Canada (French),"Classeur latéral à 3 tiroirs, capacité de 110 lb, tiroirs silencieux à extension complète et verrouillage de sécurité intégré",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,8,4.25,YELLOW,YELLOW,,,GREEN
May 2026,LFC-3W,,,LFC-3W,,,Filing Cabinets,DMOM1025,Wayfair Canada (English),"3-Drawer Lateral Filing Cabinet, 110lbs Capacity, Full-Extension Quiet Drawers & Built-in Safety Interlock",No,N/A,No,,,369,97,232,19,0,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,8,4.25,YELLOW,YELLOW,,,GREEN
May 2026,LFC-3W,,,LFC-3W,,,Filing Cabinets,DMOM1025,Wayfair US,"3-Drawer Lateral Filing Cabinet, 110lbs Capacity, Full-Extension Quiet Drawers & Built-in Safety Interlock",No,N/A,No,131.13,1,3004,97,213,201,0.5,3.13,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,8,4.25,YELLOW,YELLOW,,,GREEN
May 2026,LFC-3B,,,LFC-3B,,,Filing Cabinets,DMOM1025,Wayfair Canada (French),"Classeur latéral à 3 tiroirs, capacité de 110 lb, tiroirs silencieux à extension complète et verrouillage de sécurité intégré",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,8,4.25,YELLOW,YELLOW,,,GREEN
May 2026,LFC-3B,,,LFC-3B,,,Filing Cabinets,DMOM1025,Wayfair Canada (English),"3-Drawer Lateral Filing Cabinet, 110lbs Capacity, Full-Extension Quiet Drawers & Built-in Safety Interlock",No,N/A,No,,,369,97,232,4,0,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,8,4.25,YELLOW,YELLOW,,,GREEN
May 2026,LFC-3B,,,LFC-3B,,,Filing Cabinets,DMOM1025,Wayfair US,"3-Drawer Lateral Filing Cabinet, 110lbs Capacity, Full-Extension Quiet Drawers & Built-in Safety Interlock",No,N/A,No,123.84,1,3004,97,213,56,0,3.13,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,8,4.25,YELLOW,YELLOW,,,GREEN
May 2026,LFC-2B-680,,,LFC-2B-680,,,Filing Cabinets,DMOM1021,Wayfair Canada (French),"Classeur latéral à 2 tiroirs, rangement compact et large avec capacité de 110 lb, tiroirs à pleine extension et verrou de sécurité",No,N/A,No,,,,,,,,,92.86,95.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,9,4.44,YELLOW,YELLOW,,,GREEN
May 2026,LFC-2B-680,,,LFC-2B-680,,,Filing Cabinets,DMOM1021,Wayfair Canada (English),"2-Drawer Lateral Filing Cabinet, Compact Wide Storage with 110lbs Capacity, Full-Extension Drawers & Safety Lock",No,N/A,No,100.22,1,343,97,255,16,6.25,2.24,92.86,95.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,9,4.44,YELLOW,YELLOW,,,GREEN
May 2026,LFC-2B-680,,,LFC-2B-680,,,Filing Cabinets,DMOM1021,Wayfair US,"2-Drawer Lateral Filing Cabinet, Compact Wide Storage with 110lbs Capacity, Full-Extension Drawers & Safety Lock",No,N/A,No,984.56,10,6611,99,106,580,1.03,3.13,92.86,95.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,6,YELLOW,9,4.44,YELLOW,YELLOW,,,GREEN
May 2026,LFC-2W-680,,,LFC-2W-680,,,Filing Cabinets,DMOM1021,Wayfair Canada (French),"Classeur latéral à 2 tiroirs, rangement compact et large avec capacité de 110 lb, tiroirs à pleine extension et verrou de sécurité",No,N/A,No,,,,,,,,,92.86,95.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,9,4.44,YELLOW,YELLOW,,,GREEN
May 2026,LFC-2W-680,,,LFC-2W-680,,,Filing Cabinets,DMOM1021,Wayfair Canada (English),"2-Drawer Lateral Filing Cabinet, Compact Wide Storage with 110lbs Capacity, Full-Extension Drawers & Safety Lock",No,N/A,No,,,343,97,255,3,0,2.24,92.86,95.83,RED,YES,GREEN,Low Velocity/Non-Target,37.04,RED,,,,9,4.44,YELLOW,YELLOW,,,GREEN
May 2026,LFC-2W-680,,,LFC-2W-680,,,Filing Cabinets,DMOM1021,Wayfair US,"2-Drawer Lateral Filing Cabinet, Compact Wide Storage with 110lbs Capacity, Full-Extension Drawers & Safety Lock",No,N/A,No,95.88,1,6611,99,106,129,0.78,3.13,92.86,95.83,RED,YES,GREEN,Low Velocity/Non-Target,37.04,RED,,,,9,4.44,YELLOW,YELLOW,,,GREEN
May 2026,VFC-5B,,,VFC-5B,,,Filing Cabinets,DMOM1028,Wayfair Canada (French),"Classeur vertical en métal à 5 tiroirs, capacité maximale de rangement robuste avec tiroirs à pleine extension et verrouillage de sécurité",No,N/A,No,,,,,,,,,89.29,95.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,VFC-5B,,,VFC-5B,,,Filing Cabinets,DMOM1028,Wayfair Canada (English),"5-Drawer Vertical Metal File Cabinet, Maximum Capacity Heavy Duty Storage with Full-Extension Drawers & Safety Interlock",No,N/A,No,,,26,80,1393,2,0,2.24,89.29,95.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,0,,RED,,,,GREEN
May 2026,VFC-5B,,,VFC-5B,,,Filing Cabinets,DMOM1028,Wayfair US,"5-Drawer Vertical Metal File Cabinet, Maximum Capacity Heavy Duty Storage with Full-Extension Drawers & Safety Interlock",No,N/A,No,,,136,73,1834,5,0,3.13,89.29,95.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,0,,RED,,,,GREEN
May 2026,VFC-5W,,,VFC-5W,,,Filing Cabinets,DMOM1028,Wayfair Canada (French),"Classeur vertical en métal à 5 tiroirs, capacité maximale de rangement robuste avec tiroirs à pleine extension et verrouillage de sécurité",No,N/A,No,,,,,,,,,89.29,95.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,VFC-5W,,,VFC-5W,,,Filing Cabinets,DMOM1028,Wayfair Canada (English),"5-Drawer Vertical Metal File Cabinet, Maximum Capacity Heavy Duty Storage with Full-Extension Drawers & Safety Interlock",No,N/A,No,,,26,80,1393,,,2.24,89.29,95.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,0,,RED,,,,GREEN
May 2026,VFC-5W,,,VFC-5W,,,Filing Cabinets,DMOM1028,Wayfair US,"5-Drawer Vertical Metal File Cabinet, Maximum Capacity Heavy Duty Storage with Full-Extension Drawers & Safety Interlock",No,N/A,No,,,136,73,1834,8,0,3.13,89.29,95.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,0,,RED,,,,GREEN
May 2026,LFC-4B,,,LFC-4B,,,Filing Cabinets,DMOM1027,Wayfair Canada (French),"Classeur latéral en métal à 4 tiroirs, rangement robuste à haut volume, capacité de 110 lb par tiroir avec système de verrouillage de sécurité",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,4,3,RED,RED,,,GREEN
May 2026,LFC-4B,,,LFC-4B,,,Filing Cabinets,DMOM1027,Wayfair Canada (English),"4-Drawer Lateral Metal File Cabinet, High-Volume Heavy Duty Storage, 110lbs Capacity per Drawer with Safety Interlock System",No,N/A,No,,,178,94,414,3,0,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,4,3,RED,RED,,,GREEN
May 2026,LFC-4B,,,LFC-4B,,,Filing Cabinets,DMOM1027,Wayfair US,"4-Drawer Lateral Metal File Cabinet, High-Volume Heavy Duty Storage, 110lbs Capacity per Drawer with Safety Interlock System",No,N/A,No,159.8,1,1900,96,292,30,3.33,3.13,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,4,3,RED,RED,,,GREEN
May 2026,LFC-4W,,,LFC-4W,,,Filing Cabinets,DMOM1027,Wayfair Canada (French),"Classeur latéral en métal à 4 tiroirs, rangement robuste à haut volume, capacité de 110 lb par tiroir avec système de verrouillage de sécurité",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,4,3,RED,RED,,,GREEN
May 2026,LFC-4W,,,LFC-4W,,,Filing Cabinets,DMOM1027,Wayfair Canada (English),"4-Drawer Lateral Metal File Cabinet, High-Volume Heavy Duty Storage, 110lbs Capacity per Drawer with Safety Interlock System",No,N/A,No,,,178,94,414,1,0,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,4,3,RED,RED,,,GREEN
May 2026,LFC-4W,,,LFC-4W,,,Filing Cabinets,DMOM1027,Wayfair US,"4-Drawer Lateral Metal File Cabinet, High-Volume Heavy Duty Storage, 110lbs Capacity per Drawer with Safety Interlock System",No,N/A,No,,,1900,96,292,23,0,3.13,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,4,3,RED,RED,,,GREEN
May 2026,VF-ZH-4B,,,VF-ZH-4B,,,Filing Cabinets,DMOM1029,Wayfair Canada (French),"Classeur vertical en métal à 4 tiroirs avec serrure et garde-robe, casier en acier pour bureau à domicile, école et chambre à coucher, noir",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,6,3.33,YELLOW,RED,,,GREEN
May 2026,VF-ZH-4B,,,VF-ZH-4B,,,Filing Cabinets,DMOM1029,Wayfair Canada (English),"4-Drawer Vertical Metal Filing Cabinet with Lock & Storage Wardrobe, Steel File Locker for Home Office, School, and Bedroom, Black",No,N/A,No,153.54,1,215,95,360,41,2.44,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,6,3.33,YELLOW,RED,,,GREEN
May 2026,VF-ZH-4B,,,VF-ZH-4B,,,Filing Cabinets,DMOM1029,Wayfair US,"4-Drawer Vertical Metal Filing Cabinet with Lock & Storage Wardrobe, Steel File Locker for Home Office, School, and Bedroom, Black",No,N/A,No,156.51,1,1760,96,314,112,0,3.13,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,6,3.33,YELLOW,RED,,,GREEN
May 2026,VF-ZH-4W,,,VF-ZH-4W,,,Filing Cabinets,DMOM1029,Wayfair Canada (French),"Classeur vertical en métal à 4 tiroirs avec serrure et garde-robe, casier en acier pour bureau à domicile, école et chambre à coucher, noir",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,6,3.33,YELLOW,RED,,,GREEN
May 2026,VF-ZH-4W,,,VF-ZH-4W,,,Filing Cabinets,DMOM1029,Wayfair Canada (English),"4-Drawer Vertical Metal Filing Cabinet with Lock & Storage Wardrobe, Steel File Locker for Home Office, School, and Bedroom, Black",No,N/A,No,,,215,95,360,9,0,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,6,3.33,YELLOW,RED,,,GREEN
May 2026,VF-ZH-4W,,,VF-ZH-4W,,,Filing Cabinets,DMOM1029,Wayfair US,"4-Drawer Vertical Metal Filing Cabinet with Lock & Storage Wardrobe, Steel File Locker for Home Office, School, and Bedroom, Black",No,N/A,No,,,1760,96,314,46,0,3.13,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,6,3.33,YELLOW,RED,,,GREEN
May 2026,LFC-5B,,,LFC-5B,,,Filing Cabinets,DMOM1024,Wayfair Canada (French),"Classeur latéral en métal à 5 tiroirs, capacité maximale de qualité commerciale, tiroirs de 110 lb avec extension complète et verrou anti-basculement",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,LFC-5B,,,LFC-5B,,,Filing Cabinets,DMOM1024,Wayfair Canada (English),"5-Drawer Lateral Metal Filing Cabinet, Commercial Grade Maximum Capacity, 110lbs Drawers with Full Extension & Anti-Tip Lock",No,N/A,No,,,24,79,1484,,,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,33.33,RED,,,,0,,RED,,,,GREEN
May 2026,LFC-5B,,,LFC-5B,,,Filing Cabinets,DMOM1024,Wayfair US,"5-Drawer Lateral Metal Filing Cabinet, Commercial Grade Maximum Capacity, 110lbs Drawers with Full Extension & Anti-Tip Lock",No,N/A,No,194.58,1,205,80,1390,11,9.09,3.13,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,33.33,RED,,,,0,,RED,,,,GREEN
May 2026,LFC-5W,,,LFC-5W,,,Filing Cabinets,DMOM1024,Wayfair Canada (French),"Classeur latéral en métal à 5 tiroirs, capacité maximale de qualité commerciale, tiroirs de 110 lb avec extension complète et verrou anti-basculement",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,0,,RED,,,,GREEN
May 2026,LFC-5W,,,LFC-5W,,,Filing Cabinets,DMOM1024,Wayfair Canada (English),"5-Drawer Lateral Metal Filing Cabinet, Commercial Grade Maximum Capacity, 110lbs Drawers with Full Extension & Anti-Tip Lock",No,N/A,No,,,24,79,1484,3,0,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,33.33,RED,,,,0,,RED,,,,GREEN
May 2026,LFC-5W,,,LFC-5W,,,Filing Cabinets,DMOM1024,Wayfair US,"5-Drawer Lateral Metal Filing Cabinet, Commercial Grade Maximum Capacity, 110lbs Drawers with Full Extension & Anti-Tip Lock",No,N/A,No,,,205,80,1390,5,0,3.13,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,33.33,RED,,,,0,,RED,,,,GREEN
May 2026,VFC-2B,,,VFC-2B,,,Filing Cabinets,DMOM1026,Wayfair Canada (French),"Classeur vertical à 2 tiroirs, rangement robuste et écologique avec tiroirs pleine extension et verrou anti-basculement",No,N/A,No,,,,,,,,,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,,,,,,3,4.67,RED,GREEN,,,GREEN
May 2026,VFC-2B,,,VFC-2B,,,Filing Cabinets,DMOM1026,Wayfair Canada (English),"2-Drawer Vertical Metal Filing Cabinet, Eco-Friendly Heavy Duty Storage with Smooth Full-Extension Drawers & Anti-Tip Lock",No,N/A,No,,,48,87,898,,,2.24,82.14,70.83,RED,YES,GREEN,Low Velocity/Non-Target,100,GREEN,,,,3,4.67,RED,GREEN,,,GREEN
